hire_month,business_unit,location,skill_family,clearance_type,days_to_fill
2026-03,Space,"Orlando, FL",Software Engineering,None,39
2026-03,Space,Remote-Eligible,Cybersecurity,Secret,57
2026-03,Rotary & Mission Systems,"Grand Prairie, TX",Business Development,Secret,56
2026-03,Rotary & Mission Systems,"Bethesda, MD",Systems Engineering,TS/SCI,134
2026-03,Space,"Orlando, FL",Software Engineering,Secret,64
2026-03,Rotary & Mission Systems,Remote-Eligible,Program / Project Management,None,64
2026-03,Rotary & Mission Systems,"Orlando, FL",Program / Project Management,Secret,82
2026-03,Corporate Shared Services,"Sunnyvale, CA",Electrical Engineering,None,59
2026-03,Space,"Huntsville, AL",Program / Project Management,None,66
2026-03,Missiles & Fire Control,"Orlando, FL",Program / Project Management,Secret,83
2026-03,Corporate Shared Services,"Denver, CO",Software Engineering,Top Secret,67
2026-03,Missiles & Fire Control,"Huntsville, AL",Electrical Engineering,None,55
2026-03,Aeronautics,"Fort Worth, TX",Program / Project Management,Top Secret,110
2026-03,Corporate Shared Services,"Fort Worth, TX",Manufacturing Operations,Secret,103
2026-03,Missiles & Fire Control,"Huntsville, AL",Systems Engineering,Top Secret,128
2026-03,Missiles & Fire Control,"Grand Prairie, TX",Software Engineering,None,40
2026-03,Missiles & Fire Control,Remote-Eligible,Program / Project Management,Secret,76
2026-03,Rotary & Mission Systems,Remote-Eligible,Systems Engineering,None,38
2026-03,Aeronautics,Remote-Eligible,Software Engineering,None,81
2026-03,Aeronautics,Remote-Eligible,Manufacturing Operations,Public Trust,83
2026-03,Missiles & Fire Control,"Huntsville, AL",Mechanical Engineering,Public Trust,73
2026-03,Missiles & Fire Control,"Sunnyvale, CA",Systems Engineering,None,62
2026-03,Aeronautics,Remote-Eligible,Software Engineering,None,79
2026-03,Corporate Shared Services,"Grand Prairie, TX",Software Engineering,Top Secret,121
2026-03,Rotary & Mission Systems,"Denver, CO",Manufacturing Operations,Top Secret,121
2026-03,Aeronautics,"Fort Worth, TX",Mechanical Engineering,Public Trust,75
2026-03,Aeronautics,Remote-Eligible,Software Engineering,TS/SCI,121
2026-03,Corporate Shared Services,"Denver, CO",Cybersecurity,None,70
2026-03,Missiles & Fire Control,Remote-Eligible,Software Engineering,Secret,92
2026-03,Aeronautics,"Grand Prairie, TX",Software Engineering,Top Secret,102
2026-03,Space,"Grand Prairie, TX",Systems Engineering,Secret,76
2026-03,Corporate Shared Services,"Denver, CO",Mechanical Engineering,None,75
2026-03,Missiles & Fire Control,"Huntsville, AL",Systems Engineering,Secret,104
2026-03,Space,"Denver, CO",Cybersecurity,Secret,70
2026-03,Rotary & Mission Systems,"Huntsville, AL",Mechanical Engineering,Secret,77
2026-03,Aeronautics,"Orlando, FL",Data Science & Analytics,Secret,85
2026-03,Space,"Huntsville, AL",Software Engineering,Secret,87
2026-03,Corporate Shared Services,"Bethesda, MD",Software Engineering,Public Trust,61
2026-03,Corporate Shared Services,Remote-Eligible,Software Engineering,Secret,107
2026-03,Aeronautics,"Fort Worth, TX",Cybersecurity,None,65
2026-03,Rotary & Mission Systems,"Sunnyvale, CA",Program / Project Management,Top Secret,112
2026-03,Space,"Fort Worth, TX",Software Engineering,Secret,105
2026-03,Aeronautics,"Sunnyvale, CA",Program / Project Management,Secret,74
2026-03,Corporate Shared Services,"Huntsville, AL",Program / Project Management,Secret,79
2026-03,Aeronautics,"Bethesda, MD",Software Engineering,None,42
2026-03,Missiles & Fire Control,"Huntsville, AL",Software Engineering,Public Trust,66
2026-03,Corporate Shared Services,"Bethesda, MD",Systems Engineering,Secret,60
2026-03,Rotary & Mission Systems,Remote-Eligible,Software Engineering,Secret,91
2026-03,Space,Remote-Eligible,Mechanical Engineering,Secret,86
2026-03,Rotary & Mission Systems,"Denver, CO",Software Engineering,TS/SCI,122
2026-03,Space,Remote-Eligible,Manufacturing Operations,Secret,79
2026-03,Aeronautics,"Fort Worth, TX",Mechanical Engineering,Secret,91
2026-03,Space,"Bethesda, MD",Program / Project Management,Secret,65
